name_tw,name_cn,name_en,address_tw,address_cn,address_en,phone,lat,lon
運動家體育用品社,运动家體育用品社,Athletics pool halls,台灣台北市112北投區尊賢街226號,台湾台北市 112北投区尊贤街226号,"No.226, Zunxian St., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",228276872,25.11619,121.507787
